a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,albedo,moid,class,n,per,ma
3.040848688241124,0.160731280864137,3.886319972761601,263.6281576977068,173.3744783575827,2.552089183666097,3.52960819281615,5.30274102681336,50868,0,2351,7.89,141.125,0.062,1.56738,MBA,0.1858710954172057,1936.826160043578,86.06494714443089
3.010967444252915,0.1042781750066008,10.87905290836612,141.8202008739156,192.9950611982478,2.696989254161932,3.324945634343898,5.22477138154553,48869,0,2652,7.67,95.469,0.166,1.68681,MBA,0.1886448633616578,1908.347747109504,255.914772641534
2.201790673086857,0.2420271606510889,2.536220990945153,313.3113885747034,18.9890476966372,1.668897528131595,2.734683818042118,3.26717384561069,46399,0,2611,12.48,9.3,0.2082,0.657747,MBA,0.3016754938497387,1193.335247109306,301.072248578796
2.923830006474017,0.1515777510887395,5.10063231988806,350.5093895022728,268.8582439969165,2.48064242952691,3.367017583421123,4.99961290643879,49224,0,2272,9.6,73.545,0.068,1.47183,MBA,0.197140519038626,1826.108614076768,209.4890505190899
2.763297120523354,0.07110741503641246,9.747882094622636,84.2454820179872,199.8595088104581,2.566806205305376,2.959788035741331,4.59356196276314,49433,0,3821,9.24,41.08,0.2108,1.552,MBA,0.2145668854273338,1677.798506899236,107.2641786461452
2.907010895881303,0.08958052419776574,12.41114398678524,183.8817889081205,210.7422919298759,2.646599335979639,3.167422455782967,4.95653516403058,46612,0,2721,8.18,155.659,0.039,1.65788,MBA,0.198853886989487,1810.374468662171,8.932660902698954
2.663769293664838,0.2075705063322372,2.105525871734358,115.0690856435422,300.9987903810643,2.110849352626562,3.216689234703114,4.34763538473523,49370,0,2829,9,87.928,0.057,1.12324,MBA,0.226703988754011,1587.973824274544,286.0213028527566
2.41979942774188,0.2673701988790088,25.6433246244884,335.5436726824436,251.6801191484909,1.772817173499222,3.066781681984537,3.76423957922229,43848,0,2009,11.9,22.767,0.113,0.913127,MBA,0.2618394134124674,1374.88850631094,346.5988157424281
3.090744715286708,0.1373568303647205,2.440484849874896,120.8591544691274,68.79656522428465,2.666209817728416,3.515279612845001,5.433790689006,45249,0,2924,8.28,144.585,0.041,1.6684,MBA,0.1813883419105083,1984.692049159441,124.2581376261934
2.780253758119189,0.026978636110646,4.434086209830448,37.38511334727258,67.7759912079374,2.705246303683636,2.855261212554743,4.63590851447729,36945,0,2661,10.6,26.87,0.128,1.72617,MBA,0.2126069313683789,1693.26558491283,157.028078083987
3.0454104859852422,0.1194619974345842,3.677540029840751,92.79481552992513,119.7223349528894,2.681599666321217,3.409221305649266,5.31467804073935,46246,0,2925,10,27.307,0.237,1.67805,MBA,0.1854536202969018,1941.186154380046,230.6895051764381
2.769711340479974,0.1639304494329323,4.76428249557321,134.0501451038623,39.70273685968059,2.315671315635603,3.223751365324346,4.60956524096201,46690,0,3005,8.85,103,0.049,1.32393,MBA,0.2138219619084634,1683.643704261375,155.0486090433064
2.221928557998484,0.09199416767461974,1.855549465804026,161.6501818902794,331.6159889919049,2.017524089672945,2.426333026324022,3.31209922159988,46730,0,3141,11.45,10.456,0.425,1.03232,MBA,0.2975835617905971,1209.744240689356,52.81435180895287
2.861250414703118,0.106208907523631,15.58255005949369,61.30618515159375,86.84719998720455,2.557360134005964,3.165140695400273,4.83996259427635,40367,0,2139,9.94,57.486,0.056,1.62743,MBA,0.203643367932872,1767.796337559437,311.6607592488625
3.204839013851104,0.05705321487465868,0.7317927152593395,42.65999663587766,324.9412657139895,3.021992644955168,3.38768538274704,5.73743172506454,43441,0,2924,9.8,67.373,0.052,2.01961,OMB,0.1717887603022361,2095.596937579822,125.1264997310803
3.124396028798093,0.06059673205785211,6.868982483996817,343.9650412503553,64.1804752770856,2.935067839798398,3.313724217797789,5.52277458930652,46941,0,2736,8.9,124.923,0.034,1.95185,MBA,0.1784657815432078,2017.193418744206,175.8042628619685
3.088414715600667,0.1954547779106529,4.450166412582997,207.476228872681,260.8525475841179,2.484769303266947,3.692060127934389,5.42764734232914,46542,0,2634,8.77,47.739,0.238,1.50652,MBA,0.1815936484452211,1982.448191785719,224.8631110951064
2.357924743593614,0.1507919025975553,7.277327938972727,141.8654748069217,167.7898652425528,2.002368785325281,2.713480701861948,3.62078812339516,46984,0,2628,8.96,47.2,0.201,0.98785,MBA,0.2722131894432277,1322.492862070083,1.432882632356321
2.66499620289546,0.1135202470492743,3.714272306179245,356.5276733610953,310.6413361277301,2.36246517555739,2.967527230233531,4.35063945578982,46959,0,2971,10.6,41.075,0.056,1.34902,MBA,0.2265474520201592,1589.071061227233,56.60780487617738
2.374700646565,0.1818233141054238,11.65064493711883,176.5853476925959,316.074919443692,1.942924704998259,2.806476588131741,3.65949794825424,46269,0,2836,8.9,77.853,0.039,0.973294,MBA,0.2693337439464197,1336.631625599862,171.4603309728201
2.286650304089563,0.08507369974044335,1.765677937482817,151.351772808418,186.7278929937752,2.092116502708054,2.481184105471072,3.4578633952586,46801,0,2982,10.03,18.648,0.926,1.08181,MBA,0.2850391038347673,1262.984605118203,324.5764119101549
2.317175887544389,0.1903643518281844,23.72969154460784,32.20152700045843,238.5862389008171,1.876068201640103,2.758283573448674,3.52733496326976,46008,0,2128,9.36,93,0.0368,0.943952,MBA,0.279425201641157,1288.35909533428,305.5438897629659
2.773338152357668,0.08788543209580453,2.845232659853341,31.56669977220848,297.413738610183,2.529602130489934,3.017074174225401,4.61862223044154,46611,0,2955,9.7,40.37,0.1719,1.51913,MBA,0.213402663000072,1686.951769668772,38.54521026249022
3.890299278529752,0.02350182004740158,4.643112529606194,130.1632140571139,148.7710856723068,3.79887016495521,3.981728392104295,7.67330959838958,46279,0,2802,7.7,198.77,0.041,2.78295,OMB,0.1284486531827691,2802.676330811794,238.0856265229617
2.251446035709403,0.09549100265116645,5.653639987418186,235.0379507892935,31.40568899865753,2.036453196344518,2.466438875074287,3.37831790673896,46254,0,3022,9.76,67.513,0.044,1.0228,MBA,0.2917506020974107,1233.930615436406,255.5856157500886
3.013079742119065,0.09775276514662558,9.962295585939826,173.4999328641692,164.3981457613897,2.718542865719645,3.307616618518485,5.23027038261433,46421,0,2767,9.24,44.329,0.198,1.71054,MBA,0.1884465259470765,1910.356257249883,100.0754656798954
2.756209678795329,0.2401805809200137,8.202586349249492,354.524125763258,79.32329933056674,2.094221637004903,3.418197720585756,4.57590060568553,46284,0,2374,8.22,145.503,0.065,1.127,MBA,0.2153950376769374,1671.347696226641,243.326764302317
2.57828837109099,0.04363082575750359,8.06411046485116,27.32399647934253,31.82137333263532,2.465795520419321,2.690781221762659,4.14004857756934,43852,0,2566,9,98,0.052,1.47944,MBA,0.2380711880308965,1512.152742957202,278.3241172196197
2.648732131157942,0.09630027507498325,12.717287859,94.16139923107025,269.5615006582738,2.393658498327485,2.903805763988398,4.31087333303747,46139,0,2274,8.52,73.767,0.127,1.43158,MBA,0.2286372637799305,1574.546484891936,341.8011926224076
2.678427635976865,0.1127528725844808,6.162200478462595,95.04411808814089,239.6153714125353,2.376427226010813,2.980428045942917,4.38357133498803,45950,0,2980,9.42,67.508,0.066,1.37235,MBA,0.2248454988061117,1601.099430104377,336.507527370925
3.139727935231123,0.1672097166585763,2.659582251226304,92.7802344213036,324.2493910937319,2.61473491679611,3.664720953666136,5.56347611481829,45930,0,3188,9.91,43.482,0.101,1.62702,MBA,0.1771601536568738,2032.059650937382,251.4071835450078
2.899545275285479,0.1687465480175349,20.20969692020921,166.6769677909807,220.3548476558617,2.410257019260501,3.388833531310457,4.93745378912026,45892,0,3210,7.43,165.01,0.0692,1.44016,MBA,0.1996223813860085,1803.404996476173,265.6579277613167
2.882277022615154,0.1411717971530496,14.32198292965596,209.815970407689,173.8449154602753,2.475380795439632,3.289173249790676,4.89341198849435,45460,0,2318,9.8,60.75,0.173,1.4792,MBA,0.2014190273954072,1787.31872879756,163.6239813737024
2.919612303882065,0.1790561998969451,4.189829057076063,315.5113078529981,37.23988943026384,2.396837619576577,3.442386988187552,4.98879869673349,42616,0,3007,10.36,46.266,0.06,1.39209,MBA,0.1975678601770231,1822.158723981906,287.7047870174522
2.309052743726686,0.1777320256100994,6.191018250213778,17.57939363515945,15.64996850522714,1.898660122343585,2.719445365109788,3.50880297160963,44456,0,2550,11.9,20.184,0.069,0.904664,MBA,0.2809010056541905,1281.590285380417,248.4974969569071
2.606901548225817,0.1228071664980216,9.542354650340027,219.9413809407143,169.1562067148834,2.286755355748899,2.927047740702735,4.20915721492966,43118,0,2814,9.82,69.62,0.043,1.29235,MBA,0.2341623828807325,1537.394672753058,321.9569333077372
2.368655920144168,0.146156337707624,12.12223088610096,88.74995129329398,174.1582106051788,2.022461845566415,2.714849994721922,3.64553413698985,43329,0,2336,8.84,46.9,0.2338,1.00665,MBA,0.2703653967649843,1331.531343535544,274.5043771012931
2.986306073013888,0.04440110195756941,4.794323798835546,71.83154438593459,322.0896396453858,2.85371079258949,3.118901353438286,5.16071265417641,45652,0,2980,8.99,85.224,0.061,1.86139,MBA,0.1909864682293286,1884.950296937933,49.97854219407717
2.84658097251118,0.01462477815597522,3.224758204825497,92.47441303163431,63.73331039244795,2.804950357285184,2.888211587737176,4.80278908927219,43789,0,2629,11.8,11.563,0.252,1.81498,MBA,0.2052195641005998,1754.218714856669,220.6772733046216
2.627673565925773,0.1093709704639074,6.291840460517251,32.29096154918128,177.7023918851836,2.340282357958115,2.915064773893431,4.25956569243749,43504,0,2614,9.2,81.743,0.055,1.33505,MBA,0.2313912625217764,1555.806369162794,329.0332744285816
3.171908236413544,0.09373890318918929,9.27821833564626,178.3258569897813,193.9424721748358,2.874577037315383,3.469239435511706,5.64922827629783,42716,0,2790,8.32,118.803,0.059,1.87431,MBA,0.174470960485505,2063.380627917782,206.162209477589
3.15434091915691,0.1003930623657249,9.497570130017099,293.4335808230873,100.5609282244469,2.837666974537232,3.471014863776587,5.60236173387734,41315,0,2444,9.2,45.17,0.198,1.86385,MBA,0.1759304968487664,2046.262623298697,5.437030914869807
3.064082398440429,0.09545650501842759,15.40821039388438,217.5394213116662,157.5796975745939,2.771595801596824,3.356568995284033,5.36363063119773,42556,0,2522,8.5,51.892,0.253,1.77973,MBA,0.1837610288886468,1959.06608804497,73.99414424265984
3.11986867428128,0.1753927185391124,2.038493087234373,121.0937664911486,300.3323345004638,2.57266642601407,3.667070922548491,5.51077491081761,42410,0,2681,11.23,41.19,0.039,1.58602,MBA,0.1788543896853381,2012.810536176131,285.8572756263445
2.681776410742738,0.2720024058129043,12.95697105432086,328.8061725130462,258.127947712045,1.952326775168418,3.411226046317058,4.3917949175324,42355,0,2289,8.27,65.144,0.202,0.992689,MBA,0.2244244783454837,1604.103093628711,250.5887784082538
3.004772895204022,0.1101840206831848,10.95879707507034,34.29065988652107,21.56040371985553,2.673694936370589,3.335850854037456,5.20865607090179,42200,0,2043,10.61,25.261,0.147,1.68737,MBA,0.1892285207452586,1902.461629896879,45.14038917600247
2.244712467068228,0.1030660900984052,5.995089860143119,203.3994256778596,264.3925416818041,2.013358729692361,2.476066204444095,3.36317356081897,40551,0,2421,12.53,9.326,0.221,1.04069,MBA,0.293064352922525,1228.399143089129,244.4569082712646
3.014656300733346,0.09649069572102725,11.02553959807932,65.20350513275369,333.2228104778322,2.723770016915807,3.305542584550885,5.23437593593768,42506,0,2230,10.06,32.01,0.1632,1.73691,MBA,0.1882987189744126,1911.855810601236,127.4116327802711
2.786240363388172,0.1972279734389674,33.98966752729932,197.7158650109241,57.84298521139992,2.236715823003271,3.335764903773074,4.65089003672396,42016,0,1909,12,17.804,0.101,1.33982,MBA,0.2119220784806646,1698.737585913427,231.0996255455358
2.218825362235795,0.08955338620797015,5.583157422901864,202.1684541,337.8647848054806,2.020122037643454,2.417528686828136,3.30516301561127,42018,0,2982,10.76,19.152,0.331,1.02409,MBA,0.2982080698326076,1207.210791452015,23.17537959032608
2.597247086895853,0.1153371979354049,14.85370527306585,21.78198714070475,108.6252663813228,2.297687885547392,2.896806288244314,4.18579643734744,41847,0,2217,9.7,65.945,0.054,1.35763,MBA,0.2354692346176667,1528.862148741151,24.90674644024649
2.281649379490254,0.1856853500277281,3.872665179570966,108.4219559481186,320.207959957308,1.857980515819057,2.70531824316145,3.44652603253608,41847,0,2340,11.26,14.008,0.282,0.873966,MBA,0.2859767412353756,1258.843633383803,54.23653439376546
3.018804125455015,0.1011319207009542,11.1047421088591,70.59876853650262,263.5918117912539,2.713506666027785,3.324101584882245,5.24518251126161,41676,0,2336,9.95,32.651,0.158,1.73138,MBA,0.1879107697875866,1915.802912238304,141.8665778982702
3.134980586607264,0.09048712056996988,9.255421317956042,58.27055338049554,133.6467439593258,2.851305220282418,3.418655952932111,5.55086270934604,41794,0,2751,9.16,93.41,0.0439,1.85944,MBA,0.1775627204232682,2027.452604588642,238.5021243610259
3.210464468591018,0.03394337247791129,21.89759190523179,102.4532243897246,26.82860894509658,3.101490477306533,3.319438459875502,5.75254472524116,41526,0,2236,9.7,61.481,0.031,2.12574,OMB,0.1713374394192541,2101.116960894333,197.6277514880496
2.680368503819205,0.2066600043293141,12.48511364842638,334.2700810023782,217.3246949658772,2.126443537215771,3.234293470422639,4.38833689610297,41500,0,2209,10.64,51.86,0.0364,1.14268,MBA,0.2246013254458278,1602.840051301609,267.8885493440972
3.209017109124818,0.06314788421088498,17.82530193869376,23.89709908514585,279.2962981648853,3.006374468287055,3.411659749962581,5.74865507235122,41490,0,2304,7.9,90.647,0.145,2.0585,OMB,0.1714533696947715,2099.696265176282,166.5349252804583
2.670482708691551,0.1452403262776474,12.8045471461255,36.53475377026917,307.4364277442541,2.282620928762374,3.058344488620727,4.36408155172309,37433,0,2084,9.2,36.06,0.2361,1.30102,MBA,0.225849648244634,1593.980786766859,203.276195079342
2.773857790265137,0.2918314892087299,16.70761941198139,44.18080228382834,294.2697181772625,1.964358740478825,3.583356840051449,4.61992037196513,41278,0,2418,8.71,70.249,0.115,1.02142,MBA,0.2133426994431745,1687.425915860265,85.48767653288944
2.62383566527568,0.1120611062309425,13.86599602176462,105.3653246971877,40.20168167267695,2.329805738056686,2.917865592494673,4.25023701130331,41146,0,2289,11.1,15.542,0.291,1.3603,MBA,0.231899134270943,1552.399068378532,145.3306234155486
3.173270409520205,0.1241645541431482,0.2707505788543646,353.3544956081028,173.0449455034235,2.779262703946484,3.567278115093927,5.65286775088647,40960,0,2695,11.5,24.194,0.08,1.78679,MBA,0.1743586311944045,2064.7099460112822,337.2398794352025
2.324422571255468,0.2133696420786552,6.902487414502455,302.8072484050375,38.11099192262538,1.828461359187141,2.820383783323794,3.54389485562925,40785,0,2581,12.5,8.153,0.269,0.824229,MBA,0.27811950509817,1294.407596018582,184.4550896577248
2.612066181585124,0.113056667138188,10.23479110771463,297.5381451879815,245.3779324325785,2.316754684750737,2.907377678419512,4.22167179402855,40825,0,2470,10.93,39.401,0.044,1.34288,MBA,0.2334682399426929,1541.965622768928,80.41923543557252
5.166167472224711,0.1177109521416144,4.521957890165874,350.7435972271444,343.1985109103325,4.558052980146103,5.774281964303318,11.7425095813677,40764,0,2473,8.99,112.32,0.035,3.54753,TJN,0.0839365960519622,4288.951624594553,341.5194862410465
3.115371102635687,0.05791661041749938,18.53174860402705,259.6649990895833,282.4147413655495,2.934939368178401,3.295802837092973,5.49886278905867,38474,0,2580,8.7,83.04,0.053,1.99258,MBA,0.1792418398452677,2008.45963370368,99.3714518039525
2.432312225275187,0.03552250131408386,5.52153506979371,336.3663592727392,290.6430342953288,2.345910411056587,2.518714039493787,3.79347465026456,40251,0,2646,10.8,19.04,0.238,1.33621,MBA,0.2598215025105859,1385.566616009129,18.61773148466229
2.535104637560124,0.05699904629913857,14.27088106494202,233.840848764553,231.5530510901373,2.390606090950674,2.679603184169574,4.03647286092502,39441,0,2600,9.1,41.343,0.26,1.42829,MBA,0.2441800842782542,1474.321712452863,13.1171871989881
2.81491190880378,0.08634770818311908,8.480344514080834,145.9167016219321,57.51643143313719,2.571850716741205,3.057973100866355,4.72286372878496,41308,0,2611,10.84,19.768,0.17,1.58188,MBA,0.2086925094536076,1725.025976938708,51.95063678653058
2.566060261589189,0.284755158134446,15.43557906148828,241.9849744428593,113.2339954428423,1.835361366017842,3.296759157160536,4.11063086658374,32079,0,1929,10.57,44.02,0.053900000000000003,0.892714,MBA,0.2397749433985764,1501.40792401971,83.07329570297664
3.147911839494611,0.09986440142828898,5.804907718741878,3.150488761099086,66.37290532738672,2.833547507894458,3.462276171094765,5.58524262475425,38600,0,2680,9.9,67.318,0.051,1.85375,MBA,0.1764697345463885,2040.00986869149,341.1519883861661
2.462094060598586,0.07463410675883482,5.962133057764457,85.12000887941629,23.74133557740319,2.278337869629578,2.645850251567594,3.86335985793946,37418,0,2657,10.3,60.171,0.045,1.29674,MBA,0.2551215314157259,1411.092188112388,252.084727479296
3.194280229362624,0.1488052120987307,20.35651459855541,208.0644847349119,4.514307498636031,2.718954682329537,3.669605776395711,5.709100950946,40697,0,2647,9.9,64.837,0.057,1.71422,MBA,0.1726412427869642,2085.249122333027,94.35575686871124
3.148104569227099,0.2330159137107604,12.5343469818374,331.5521439926329,200.7028214079384,2.414546106571627,3.881663031882571,5.58575556421119,38780,0,2349,7.96,71.29,0.2276,1.42586,MBA,0.1764535293457195,2040.197219828139,105.967719443599
2.240171466558802,0.1666041379325857,4.082515165454686,289.8235511366589,89.00852761236726,1.866949630551597,2.613393302566008,3.35297329241545,38579,0,2378,12.6,7.005,0.322,0.873614,MBA,0.2939559004532123,1224.673495054744,161.8978897460886
3.020120573012052,0.09657043644706645,10.08754755735825,7.836499734281715,71.27838088982041,2.728466211153514,3.31177493487059,5.24861388349529,40514,0,2432,10.15,41.044,0.223,1.76403,MBA,0.1877879198671751,1917.056220946655,342.8494481223677
3.010888864910666,0.0707472885868376,9.29062159705893,297.7406532592919,167.1482399616181,2.797876641481935,3.223901088339397,5.22456685106114,37121,0,2243,10.3,31.958,0.111,1.8157,MBA,0.1886522483997633,1908.273042350083,63.86473977794457
2.342281087793193,0.2297360340225504,9.341016347053294,142.0943581897234,154.6244117171105,1.804174720117559,2.880387455468826,3.58481476758176,39512,0,2674,11.1,38.719,0.025,0.792721,MBA,0.2749448290273699,1309.353593859236,27.05921850888441
2.538316427609464,0.1304791860749188,14.85183754350636,183.8820102143371,125.9778112204355,2.207118966134386,2.869513889084543,4.04414615881205,37927,0,2506,9.7,27.927,0.19,1.22697,MBA,0.2437167809130518,1477.124384506101,262.4019766226878
3.129033485074034,0.2969190462036778,5.417904614545654,160.442060885127,131.3652335423222,2.199963847146482,4.058103123001586,5.53507510759274,30360,0,2892,11.3,35.703,0.046,1.1878,MBA,0.1780691795881006,2021.686183048247,319.8515492741332
3.000473972676957,0.1252844246186413,15.54455546735031,121.1279336813245,134.7707838249841,2.624561317426915,3.376386627926998,5.19748204932941,37178,0,2516,9.7,80.9,0.039,1.6323,MBA,0.1896353415005492,1898.380318517566,242.997977173733
2.626848663354414,0.1491910479551161,5.274410750821075,150.0311819063371,110.2260728304055,2.234946358449073,3.018750968259755,4.25756004895196,37343,0,2676,11.49,34.471,0.04,1.22596,MBA,0.2315002658882471,1555.073807879702,315.4762604293514
2.992978137935991,0.08794138512132359,15.16040078626412,198.1339163050071,251.29674349,2.72977149484806,3.256184781023921,5.17801756250559,38641,0,2576,10.4,49.146,0.055,1.78859,MBA,0.1903481924249446,1891.270914705166,102.33438757881
2.783637600481478,0.1962860159063191,6.625437627760268,52.31762213827017,335.0194196793561,2.237248466155943,3.330026734807014,4.64437462435134,36179,0,2310,11.55,18.217,0.128,1.24363,MBA,0.2122193757152428,1696.357831544326,74.42997941519154
3.128905072110384,0.1732127248914744,1.169560327210819,163.2423870471129,151.3580181939354,2.58693889864339,3.670871245577379,5.53473437868578,41469,0,3026,9.94,58.771,0.06,1.57237,MBA,0.1780801418697157,2021.561731814982,212.5264391841127
2.247328596757782,0.1380094981743451,7.984227423196293,62.46956994632946,5.62360474099374,1.937175904886386,2.557481288629179,3.36905475590499,35799,0,2134,12.49,9.008,0.22,0.950979,MBA,0.2925527647302367,1230.547249594296,309.5280248519152
2.559953152636534,0.2714973452424995,5.032458966883521,310.7756797484549,95.51629704533345,1.864932667750548,3.254973637522521,4.09596492418372,35766,0,2204,12.2,9.204,0.229,0.882164,MBA,0.2406334774861339,1496.051188558102,281.2653733249892
3.201941277798706,0.2328038876555705,21.63486044224464,216.6376263992592,132.6508474253026,2.456516900282322,3.94736565531509,5.72965201880752,41182,0,2489,9.73,92.105,0.027,1.50223,OMB,0.1720220146236192,2092.755399869447,257.4716251356671
2.738805012981089,0.2031244161441531,15.90841394426539,285.8104488510172,69.98025915530695,2.182486843786626,3.295123182175552,4.53262587241257,32898,0,1899,7.85,74.679,0.229,1.23211,MBA,0.2174514974568019,1655.541599898691,175.0299334933039
3.142380853938446,0.23595296109789,1.574509937091684,41.7186969324058,337.1426657982651,2.400926786554354,3.883834921322538,5.57052890768007,29026,0,2837,11.6,20.431,0.097,1.40253,MBA,0.1769358528969621,2034.635683530147,90.19880744867932
2.66861946048557,0.2172987403049775,8.78517644314426,353.9475887192408,9.597772439214259,2.088731813368707,3.248507107602433,4.35951499045481,38550,0,2115,11.7,21.428,0.061,1.0859,MBA,0.2260862241615389,1592.312850263621,82.84830441112693
3.118657691949623,0.2128954174148659,15.50514440247697,301.1792015950299,72.13901208837947,2.454709760847925,3.78260562305132,5.50756669720624,34978,0,1745,11.5,27.943,0.036,1.50529,MBA,0.1789585741862234,2011.63873615458,89.25931321482392
3.171009119850643,0.2585520359012248,20.57428975177578,323.7356182461989,280.8976699237177,2.351138256051908,3.990879983649378,5.64682643124117,35072,0,2273,10.5,47.78,0.1119,1.43884,MBA,0.1745451707023543,2062.503354010838,347.9077037734459
3.141092208340011,0.1597826580223978,1.8399937387270071,139.4429973052088,317.2307106173162,2.639200146198001,3.642984270482021,5.56710266724451,35112,0,2692,10.7,33.678,0.13,1.6565,MBA,0.1770447470219552,2033.384249211058,317.7733494162208
3.165242506504141,0.11811881090484,19.06061103019822,349.1584479436828,60.70182731433185,2.791367825410417,3.539117187597866,5.63142994957646,35005,0,2067,9.9,61.132,0.07,1.8488,MBA,0.1750223819159262,2056.879789082803,311.3712902196462
